Track Name,Artist,Album,Genre,Popularity
Shinzo wo Sasageyo! - TV Size,Linked Horizon,Shinzo wo Sasageyo! (TV Size),"anime, otacore",57
Habibi - Albanian Remix,"Ricky Rich, Dardan, DJ Gimi-O",Habibi (Albanian Remix),swedish trap pop,67
Saripovu,Haricharan,Karthikeya,filmi,47
My Head & My Heart,Ava Max,Heaven & Hell,pop,69
What Makes You Beautiful,One Direction,Up All Night,"boy band, pop, post-teen pop, talent show",84
"Real In Rio (From ""Rio"")",Real Copa,Brazilian Party Brazilian Night,Unknown,38
Kimi No Toriko,Censored X,Kimi No Toriko,Unknown,0
Thunder,"Gabry Ponte, LUM!X, Prezioso",Thunder,"eurodance, italo dance, slap house",75
changes,XXXTENTACION,?,"emo rap, miami hip hop, rap",74
Get You The Moon / Agar Tum Saath Ho (Medley),Pranish VP,Get You The Moon / Agar Tum Saath Ho (Medley),indian lo-fi,0
Nuvvunte Naa Jathagaa,"A.R. Rahman, Sid Sriram, Issrath Quadhri",I - Manoharudu (Original Motion Picture Soundtrack),filmi,59
"Baby Won't You Tell Me (From ""Saaho"")","Shweta Mohan, Siddharth Mahadevan, Shankar Mahadevan, Shankar-Ehsaan-Loy","Baby Won't You Tell Me (From ""Saaho"")",filmi,49
New Rules,Dua Lipa,Dua Lipa (Complete Edition),"dance pop, pop, uk pop",58
"Love Me Again (From ""Nannaku Prematho"")",Sooraj Santhosh,Telugu Love Songs Vol - 2,tollywood,29
"Chaleya (From ""Jawan"")","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar","Chaleya (From ""Jawan"")","desi hip hop, filmi, tamil hip hop",69
Industry E.T.,Swoltie,Industry E.T.,Unknown,0
Nee Chepakallu,"Sagar, Chinmayee",Sardaar Gabbar Singh (Original Motion Picture Soundtrack),tollywood,47
Cheppave Chirugali,"Udit Narayan, Sujatha",Okkadu,"chutney, filmi, odia pop",54
"Sammohanuda (From ""Rules Ranjann"")","Shreya Ghoshal, Amrish","Sammohanuda (From ""Rules Ranjann"")","filmi, modern bollywood",54
Daylight,David Kushner,Daylight,"gen z singer-songwriter, singer-songwriter pop",81
Yemito,Haricharan,Andala Rakshasi (Original Motion Picture Soundtrack),filmi,56
Bumpy Ride,Mohombi,MoveMeant (International),Unknown,68
O Pilla Shubhanalla,"Vijay Prakash, Shreya Ghoshal",Sardaar Gabbar Singh (Original Motion Picture Soundtrack),filmi,47
In the Name of Love,"Martin Garrix, Bebe Rexha",In the Name of Love,"dutch edm, edm, pop, pop dance, progressive house",76
Who Says,Selena Gomez & The Scene,When The Sun Goes Down,pop,71
Darshana,"Chaitan Bharadwaj, Anurag Kulkarni",Vinaro Bhagyamu Vishnu Katha,tollywood,60
Mayonaka no Door / Stay With Me,Miki Matsubara,Miki Matsubara Best Collection,classic city pop,73
Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",Tamasha,"filmi, hare krishna, modern bollywood",70
Think,Kaleida,Think,"electropop, metropopolis, vapor pop",45
"Bekhayali (From ""Kabir Singh"")","Sachet Tandon, Sachet-Parampara","Bekhayali (From ""Kabir Singh"")","desi pop, filmi, modern bhajan, modern bollywood",68
Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),"canadian pop, pop, viral pop",77
Manasa,"Haricharan, Sadhana Sargam, Mahalakshmi Iyer, Naresh Iyer, Krishh",Munna,filmi,58
O Rendu Prema Meghaalila (First Love Song),"Vijai Bulganin, Sreerama Chandra",Baby (Original Motion Picture Soundtrack),tollywood,50
Ava,Famy,We Fam Econo,Unknown,61
Radioactive,Imagine Dragons,Night Visions,"modern rock, pop, rock",78
"Yemunnave Pilla - From ""Nallamalla""","Sid Sriram, Peddapalli Rohith","Yemunnave Pilla (From ""Nallamalla"")",filmi,48
Shinunoga E-Wa,Fujii Kaze,HELP EVER HURT NEVER,japanese teen pop,74
Manmadhuda,K. S. Chithra,Manmadha,filmi,52
"Prema Vennela (From ""Chitralahari"")",Sudharshan Ashok,"Prema Vennela (From ""Chitralahari"")","tamil pop, tollywood",51
"Porata Simham (EDM Version) [From ""Vikram Hitlist""]","Anirudh Ravichander, Sri Krishna","Porata Simham (EDM Version) [From ""Vikram Hitlist""]","desi hip hop, filmi, tamil hip hop",35
Kings & Queens,Ava Max,Heaven & Hell,pop,76
Intro (Infected),Sickick,Talksick 3,bass trap,64
Until I Found You,Stephen Sanchez,Until I Found You,gen z singer-songwriter,76
My Ordinary Life,The Living Tombstone,My Ordinary Life,"otacore, pixel, pov: indie",69
"Manishi Musugulo Mrugham Neney Ra (From ""Dhruva"")","Hiphop Tamizha, Kaushik Krish, Yadagiri","Manishi Musugulo Mrugham Neney Ra (From ""Dhruva"")","desi hip hop, tamil hip hop, tamil pop",44
"Alone, Pt. II","Alan Walker, Ava Max","Alone, Pt. II",electro house,66
Baby you,有華,Baby you,japanese teen pop,52
Cheliya Cheliya,"Anirudh Ravichander,Ranjith",Nenu Rowdy Ne (Original Motion Picture Soundtrack),Unknown,0
The Search,NF,The Search,"hip hop, pop rap",66
Athey Nanne,"Harris Jayaraj, Karthik, VV Prassanna",Surya S/o Krishnan (Original Motion Picture Soundtrack),filmi,55
Bad boy,Marwa Loud,Loud,"french hip hop, pop urbaine, r&b francais",66
River,Bishop Briggs,Church Of Scars,modern alternative rock,73
Vayari Bhama,Ramana Gogula,Thammudu,tollywood,50
Tere Pyaar Mein,"Pritam, Arijit Singh, Amitabh Bhattacharya, Nikhita Gandhi","Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")","filmi, indian instrumental, modern bollywood",70
On & On,"Cartoon, Jéja, Daniel Levi",On & On,gaming edm,71
PYRO,"Chester Young, Castion",PYRO,"future house, russian edm",50
Thank You,Dido,No Angel,"dance pop, europop, lilith, neo mellow, pop rock",75
Under The Influence,Chris Brown,Indigo (Extended),"r&b, rap",83
Neekosam Oka,"Yuvan Shankar Raja, Shankar Mahadevan, Sirivennela Sitarama Sastry",Happy,"filmi, kollywood",39
Starboy,"The Weeknd, Daft Punk",Starboy,"canadian contemporary r&b, canadian pop, pop",87
Jimikki Ponnu,"Thaman S, Anirudh Ravichander, Jonita Gandhi",Varisu,"new beat, tamil pop",63
lovely (with Khalid),"Billie Eilish, Khalid",lovely (with Khalid),"art pop, pop",86
Dream On,Aerosmith,Aerosmith,"album rock, classic rock, hard rock, rock",80
What If (I Told You I Like You),"Johnny Orlando, kenzie",What If (I Told You I Like You),"canadian pop, singer-songwriter pop, social media pop",62
Ee Single Chinnode,"Radhan, Benny Dayal",Paagal,tamil pop,41
Bones,Imagine Dragons,Bones,"modern rock, pop, rock",74
Naalo Oohalaku,"Asha Bhonsle, K.M.Radhakrishnan",Chandamama,classic tollywood,46
Manohari,"Mohana Bhogaraju, L. V. Revanth",Baahubali - The Beginning,"telugu indie, tollywood",0
Tere Vaaste Falak Se - Slowed & Reverb,Kaushal Shekhawat,Tere Vaaste Falak Se (Slowed & Reverb),punjabi lo-fi,0
Un Poco Loco,"Anthony Gonzalez, Gael Garcia Bernal",Coco (Original Motion Picture Soundtrack),movie tunes,66
Vandha Speedulo,"Dhanunjay, Sweekar",Ekkadiki Pothavu Chinnavada,Unknown,33
WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,"TWISTED, Oliver Tree",WORTH NOTHING (Fast & Furious: Drift Tape/Phonk Vol 1),meme,3
Criminal,Britney Spears,Femme Fatale (Deluxe Version),"dance pop, pop",70
Bilionera,Otilia,Bilionera,romanian pop,55
Telusuna,K. S. Chithra,Sontham,filmi,52
Suzume (feat. Toaka),"RADWIMPS, Toaka",Suzume (feat. Toaka),"j-pop, j-rock, visual kei",65
Chammak Challo,"Akon, Hamsika Iyer",Ra-One,dance pop,71
Sara Sari - Telugu,"Anurag Kulkarni, Mahati Swara Sagar",Bheeshma,tollywood,47
Me And My Broken Heart,Rixton,Let The Road,"post-teen pop, talent show, teen pop, viral pop",74
Sheila Ki Jawani,"Vishal-Shekhar, Sunidhi Chauhan, Vishal Dadlani",Tees Maar Khan,"filmi, modern bollywood",65
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat),nz pop,69
Pablo Sandhanam - Background Score,Anirudh Ravichander,Vikram (Original Background Score),"desi hip hop, filmi, tamil hip hop",50
Atma Rama Ananda Ramana,Aks & Lakshmi,Atma Rama Ananda Ramana,Unknown,32
DARKSIDE,Neoni,Wars In A Wonderland,dark r&b,72
"Ra Ra Rakkamma (From ""Vikrant Rona"")","Nakash Aziz, Mangli","Ra Ra Rakkamma (From ""Vikrant Rona"")",tollywood,0
Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",What Is Love? (Deluxe Edition),"pop, uk dance, uk funky",73
See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",See You Again (feat. Charlie Puth),"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",79
All The Things She Said - Sped Up,"t.A.T.u., Speed Radio, ex7stence",All The Things She Said (Sped Up),"dance pop, europop, girl group",52
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",Future Nostalgia,"dance pop, pop, uk pop",79
"i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",us,"alt z, pop",73
Blinding Lights,The Weeknd,After Hours,"canadian contemporary r&b, canadian pop, pop",87
Chiru Chiru,"Yuvan Shankar Raja, Haricharan, Sagar Desai",Awaara (Original Motion Picture Soundtrack),"filmi, kollywood",58
Raa Chilaka,G. V. Prakash,Ongolu Gittha,"kollywood, tamil pop",42
Guren no Yumiya Tv Size Ver.,Linked Horizon,Guren no Yumiya Tv Size Ver.,"anime, otacore",57
Suzume No Tojimari - 8D Audio,"(((()))), surround., Tazzy",Suzume No Tojimari - 8D Audio,"8d, sped up",33
Dhoom Dhaam,"Santhosh Narayanan, Rahul Sipligunj, Kasarla Shyam, Gotte Kanakavva, Gannora Dasa Laxmi, Palamuru Jangireddy, Narsanna (Nalgonda Gaddar)",Dasara (Telugu),"filmi, tamil pop",43
Gaali Vaaluga,Anirudh Ravichander,Agnyaathavaasi,"desi hip hop, filmi, tamil hip hop",63
Thumbs,Sabrina Carpenter,EVOLution,pop,71
Break My Heart,Dua Lipa,Future Nostalgia,"dance pop, pop, uk pop",73
Rolling in the Deep,Adele,21,"british soul, pop, pop soul, uk pop",79
Vellipomaake,"Sid Sriram, ADK",Saahasam Swaasaga Saagipo,filmi,56
Sunona Sunaina,"Thaman S, Rahul Nambiar, Shree Mani",Tholi Prema,"new beat, tamil pop",40
"Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"")",Akano,"Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"")",otacore,49
Choosi Chudangane,"Anurag Kulkarni, Mahati Swara Sagar",Chalo,tollywood,61
"Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"")",Akano,"Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"")",otacore,51
Adheeraa (Telugu),"A.R. Rahman, Haripriya, Nakul Abhyankar",Cobra (Telugu) [Original Motion Picture Soundtrack],filmi,18
Monster,Skillet,Awake,"alternative metal, christian alternative rock, christian music, christian rock",77
Ra Ra (Roar of the Revengers),"Anirudh Ravichander, Prudhvi Chandra, Bashermax",Gang Leader (Original Motion Picture Soundtrack),"desi hip hop, filmi, tamil hip hop",37
Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,pop,86
Yeh Raaten Yeh Mausam,"Sanam, Simran Sehgal",Yeh Raaten Yeh Mausam - Sanam And Simran Shgal,desi pop,63
Vikram Title Track - Telugu,"Anirudh Ravichander, Prudhvi Chandra",Vikram Hitlist (Original Motion Picture Soundtrack),"desi hip hop, filmi, tamil hip hop",44
Born For This,The Score,Pressure,"modern alternative rock, pov: indie",58
"Inthandham (From ""Sita Ramam (Telugu)"")","Vishal Chandrashekhar, S.P. Charan","Inthandham [From ""Sita Ramam (Telugu)""]","tamil pop, tollywood",49
"Bhalegundi Baalaa (From ""Sreekaram"")","Mickey J. Meyer, Penchal Das, Nutana Mohan","Bhalegundi Baalaa (From ""Sreekaram"")",tollywood,44
Jiya Jile,"Yazin Nizar, Pranavi",Loafer,Unknown,47
"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Teriyaki Boyz,Tokyo Drift (Fast & Furious),japanese old school hip hop,69
Ori Devuda,Hemachandra Vedala,Raghuvaran B Tech,"filmi, tollywood",46
Strip That Down,"Liam Payne, Quavo",Strip That Down,pop,67
Vijayaho,"M. M. Keeravaani, Gomathi, Raghuram, Lokesh, Poornima, Saicharan Bhaskaruni, Sri Soumya Varanasi, Harika Narayan, Hemachandra Vedala, Arun Kaundinya, Nayana Nair","Vijayaho (From ""Bimbisara"")",vintage tollywood,27
Kaise Hua,Vishal Mishra,Kabir Singh,"desi pop, filmi, modern bollywood",64
夜に駆ける,YOASOBI,THE BOOK,"j-pop, japanese teen pop",70
O Maghuve Neetho,Chakri,Satyam,tollywood,44
Aathma Raama,Brodha V,Aathma Raama,"desi hip hop, kannada hip hop",57
Heart Attack - Rock Version,Demi Lovato,Heart Attack (Rock Version),"pop, post-teen pop",51
I Wanna Fly,"L. V. Revanth, Sanjith Hegde, Hiphop Tamizha",Krishnarjuna Yudham,"filmi, tollywood",0
Broken Angel (feat. Helena),"Arash, Helena",Broken Angel (feat. Helena),persian pop,60
Chirunama Thana Chirunama,"Yazin Nizar, Kareemulla",Ekkadiki Pothavu Chinnavada,tollywood,49
"Mast Magan (From ""2 States"")","Arijit Singh, Chinmayi",Groove With Arijit Singh,"filmi, modern bollywood",67
Chudandi Saaru,Hemachandra Vedala,Raghuvaran B Tech,"filmi, tollywood",50
Bad Boy (feat. Luana Kiara),"Raaban, Tungevaag, Luana Kiara",Bad Boy (feat. Luana Kiara),"deep pop edm, nordic house",62
Gundellonaa,"Leon James, Anirudh Ravichander","Gundellonaa (From ""Ori Devuda"")",tamil pop,56
Why This Kolaveri Di? - The Soup of Love,"Anirudh Ravichander, Dhanush",Why This Kolaveri Di? (The Soup of Love),"desi hip hop, filmi, tamil hip hop",60
Rolex Theme - Background Score,Anirudh Ravichander,Vikram (Original Background Score),"desi hip hop, filmi, tamil hip hop",56
Champesaave Nannu,"Kapil, Sameera Bharadwaj",Nenu Local,Unknown,46
"Dil Ko Karaar Aaya (From ""Sukoon"")","Rajat Nagpal, Yasser Desai, Neha Kakkar, Rana Sotal","Dil Ko Karaar Aaya (From ""Sukoon"")","desi pop, modern bollywood, punjabi pop",67
Maari Thara Local - Here Comes Maari,"Anirudh Ravichander, Dhanush",Maari (Original Motion Picture Soundtrack),"desi hip hop, filmi, tamil hip hop",58
Džanum,Teya Dora,Džanum,Unknown,64
Everybody Dies In Their Nightmares,XXXTENTACION,17,"emo rap, miami hip hop, rap",81
"Me, Myself & I","G-Eazy, Bebe Rexha",When It's Dark Out,"indie pop rap, oakland hip hop, pop rap, rap",79
Wannabe,why mona,Wannabe,la pop,1
You and you,Stroupe,You and you,Unknown,0
Endakay Endakay,Dileep Devgan,Endakay Endakay,Unknown,0
Miss You,"Oliver Tree, Robin Schulz",Miss You,alternative hip hop,20
loli selling ice cream,Heiakim,loli selling ice cream,kawaii future bass,42
Darkside,"Alan Walker, Au/Ra, Tomine Harket",Different World,electro house,70
Hey Mama,"David Guetta, Nicki Minaj, Bebe Rexha, AFROJACK",Want to Want Me - 10s Pop,"big room, dance pop, edm, pop, pop dance",31
Mella Mellagaa,"Sid Sriram, Aditi Bhavaraju",ABCD - American Born Confused Desi (Original Motion Picture Soundtrack),filmi,51
Perfect,Ed Sheeran,÷ (Deluxe),"pop, singer-songwriter pop, uk pop",85
Chandrullo Unde,Shankar Mahadevan,Nuvvostanante Nenoddantana,filmi,54
Despacito,"Luis Fonsi, Daddy Yankee",VIDA,"latin pop, puerto rican pop",77
Lean On,"Major Lazer, DJ Snake, MØ",Peace Is The Mission (Extended),"dance pop, edm, electro house, moombahton, pop, pop dance",13
Heart Attack,Demi Lovato,Demi,"pop, post-teen pop",77
Telusaa Telusaa,"Jubin Nautiyal, Sameera Bharadwaj",Sarrainodu,"filmi, hare krishna, modern bollywood",0
Heat Waves,Glass Animals,Dreamland,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",84
Sunn Raha Hai (Male Version),Ankit Tiwari,Aashiqui 2,"filmi, modern bollywood",69
Dream on (Speed up Nightcore),Chill Box,Dream On,Unknown,0
Shinitai-chan,Jinja,Shinitai-chan,jirai kei,39
"Koppamga Koppamga - From ""Mr. Majnu""","Thaman S, Armaan Malik",Mr. Majnu (Original Motion Picture Soundtrack),"new beat, tamil pop",52
TREND DA WANDINHA,MC Bocão,TREND DA WANDINHA,rave funk,0
Death Roll,Wage War,Manic,"melodic metalcore, metalcore",50
Yedhalo Oka Mounam - The Innocence of Love,"Anirudh Ravichander, Ajesh",3 (Original Motion Picture Soundtrack),"desi hip hop, filmi, tamil hip hop",51
Welcome Kanakam,"Sowmya Raoh, Jaspreet Jasz",Baadshah,"filmi, modern bollywood",53
"Kumkumala (From ""Brahmastra (Telugu)"")","Pritam, Sid Sriram","Kumkumala [From ""Brahmastra (Telugu)""]","filmi, indian instrumental, modern bollywood",56
Mockingbird (Sped Up),fenekot,Mockingbird,Unknown,56
WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,"TWISTED, Oliver Tree, Fast & Furious: The Fast Saga",WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Vol 1],meme,2
Urvashi Urvashi,"A.R. Rahman, Suresh Peters, Shahul Hameed",Premikudu,filmi,0
Hanuman Chalisa,"Shankar Mahadevan, Ajay",Vaah! Life Ho Toh Aisi! (Original Motion Picture Soundtrack),filmi,54
Hoyna Hoyna,"Anirudh Ravichander, Inno Genga",Gang Leader (Original Motion Picture Soundtrack),"desi hip hop, filmi, tamil hip hop",57
Mehabooba,Ananya Bhat,Kgf Chapter 2,sandalwood,0
Here,"Lucian, Amanda Yang",Here,vapor twitch,15
We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",Nine Track Mind,"pop, viral pop",76
AB Yevaro Nee Baby,"Nakash Aziz, Arjun Chandy",Agnyaathavaasi,tollywood,46
Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe),"art pop, norwegian pop",74
On The Floor,"Jennifer Lopez, Pitbull",Love?,"dance pop, pop, urban contemporary",77
Emaindhi Eevela,Udit Narayan,Aadavari Matalaku Ardhalu Veruley,"chutney, filmi, odia pop",55
Anaganaga Oka Uru,Sri Dhruthi,Hello!,Unknown,43
Wait a Minute!,WILLOW,ARDIPITHECUS,"afrofuturism, pop, post-teen pop, pov: indie",59
Rude,MAGIC!,Don't Kill the Magic,"pop, reggae fusion",81
Play with Fire (feat. Yacht Money),"Sam Tinnesz, Yacht Money",Play with Fire (feat. Yacht Money),"alt z, bossbeat, rebel blues",72
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")","filmi, indian instrumental, modern bollywood",70
Courtesy Call,Thousand Foot Krutch,The End Is Where We Begin,"alternative metal, canadian ccm, canadian metal, canadian rock, christian alternative rock, christian rock, rap metal",72
Gangsta,Kehlani,Suicide Squad: The Album,"pop, r&b, rap",46
MIDDLE OF THE NIGHT,Loveless,MIDDLE OF THE NIGHT,pop punk,51
Nakkileesu Golusu - Telugu,Raghu Kunche,Palasa 1978,tollywood,51
Neetho Unte Chalu,"M. M. Keeravaani, Mohana Bhogaraju, Sandilya Pisapati","Neetho Unte Chalu (From ""Bimbisara"")",vintage tollywood,38
Sunn Raha Hai (Female Version),Shreya Ghoshal,Aashiqui 2,"filmi, modern bollywood",62
Lut Gaye,"Jubin Nautiyal, Tanishk Bagchi, Manoj Muntashir, Nusrat Fateh Ali Khan",Lut Gaye,"filmi, hare krishna, modern bollywood",61
Emitemitemo,Alphonse,Arjun Reddy,Unknown,53
Samajavaragamana,Sid Sriram,Ala Vaikunthapurramuloo,filmi,58
GOOD DAY,(K)NoW_NAME,GOOD DAY(TVアニメ『SPY×FAMILY』挿入歌),Unknown,15
My Heart Goes (La Di Da),"Becky Hill, Topic",My Heart Goes (La Di Da),"pop dance, pop house, uk dance, uk pop",61
Deewani Mastani,"Shreya Ghoshal, Ganesh Chandanshive, Mujtaba Aziz Naza, Shadab Faridi, Altamash Faridi, Farhan Sabri, Siddharth - Garima, Nasir Faraaz",Bajirao Mastani (Original Motion Picture Soundtrack),"filmi, modern bollywood",57
I See Red,Everybody Loves an Outlaw,I See Red,modern blues rock,72
Six Days - Remix,"DJ Shadow, Mos Def",The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),"downtempo, electronica, instrumental hip hop, trip hop",66
Chittiyaan Kalaiyaan,"Meet Bros Anjjan, Kanika Kapoor",Roy,"filmi, modern bollywood",63
Urvashi Urvashi,"A.R. Rahman, Noel James, Shankar Mahadevan",Hum Se Hai Muqabala - Kadalan (Original Motion Picture Soundtrack),filmi,43
Saree Ke Fall Sa,"Nakash Aziz, Antara Mitra, Pritam",R...Rajkumar (Original Motion Picture Soundtrack),tollywood,61
Kaun Tujhe,Palak Muchhal,M.S.Dhoni - The Untold Story,"filmi, modern bollywood",63
Enemy,"Tommee Profitt, Beacon Light, Sam Tinnesz",Cinematic Songs (Vol. 6),anthem worship,63
"Yadagara Yadagara (From ""Kgf Chapter 2"")",Suchetha Basrur,"Yadagara Yadagara (From ""Kgf Chapter 2"")",Unknown,0
Dhaari Choodu,Penchal Das,Krishnarjuna Yudham,tollywood,0
Unstoppable,The Score,ATLAS,"modern alternative rock, pov: indie",68
Asha Pasham,"Anurag Kulkarni, Sweekar Agasthi, Damini Bhatla, Vishwa",Care Of Kancharapalem,tollywood,53
Believer,Imagine Dragons,Evolve,"modern rock, pop, rock",85
Counting Stars,OneRepublic,Native,"piano rock, pop",84
Dream On,Aerosmith,Aerosmith,"album rock, classic rock, hard rock, rock",22
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes, Jason Derulo, De La Ghetto",Mal De Amores,"latin pop, latin viral pop, mexican pop",62
Around the World (La La La La La) - Radio Version,"A Touch Of Class, Pete Konemann",Planet Pop,europop,67
Love Is Gone - Acoustic,"SLANDER, Dylan Matthew",Love Is Gone (Acoustic),dubstep,75
Undipova,Spoorthi Jithender,Savaari,tollywood,48
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) [from the series Arcane League of Legends],"modern rock, pop, rock",76
Yadagara Yadagara,Suchetha Basrur,Kgf Chapter 2,Unknown,0
Vaathi Coming,"Anirudh Ravichander, Gana Balachandar",Master (Original Motion Picture Soundtrack),"desi hip hop, filmi, tamil hip hop",59
Toliprema,"Thaman S, Kala Bhairava, Shree Mani",Tholi Prema,"new beat, tamil pop",57
Hurts So Good,Astrid S,Leave It Beautiful (Complete),"alt z, norwegian pop, pop, uk pop",67
Kaadhana Preme (Version 1),S.P. Charan,Manmadha,"classic kollywood, filmi",51
Sulthana,"Sri Krishna, Prudhvi Chandra, Arun Kaundinya, Saicharan Bhaskaruni, Santhosh Venky, Mohan Krishna, Sachin Basrur, Ravi Basrur, Puneeth Rudranag, Manish Dinakar, Harini Ivaturi",Kgf Chapter 2,tollywood,0
Into the Unknown,AURORA,Into the Unknown,"art pop, norwegian pop",51
Life Of Ram,Pradeep Kumar,Jaanu,tamil pop,55
Past Lives - TikTok Remix,"TommyMuzzic, ZeddMusique",Past Lives (TikTok Remix),sped up,0
